"nombre_ie","cod_local","cod_modular","nivel","modalidad","distrito","rei","nombre_director","estado"
"SANTA FELICIA","308170","494872","inicial_jardin","EBR","LA MOLINA","SIN REI","PERALTA OCAÑA VICTOR HORTENCIO","active"
"107 VIRGEN DEL ROSARIO","313906","494971","inicial_jardin","EBR","LURIGANCHO","19","CAMPOS FANOLA LIZ MARY","active"
"1213","292027","495085","primaria","EBR","ATE","11","FLORES HUAYLINOS ROMULO OMAR","active"
"1203 DIVINO NIÑO JESUS DE MANYLSA","292353","495093","primaria","EBR","ATE","10","SANCHEZ MEDINA CARMEN ROSA","active"
"1215 SAN JUAN PARIACHI","291725","495176","primaria","EBR","ATE","11","BAYONA INCHE GRACIELA ELSA","active"
"SANTA FELICIA","308170","501403","primaria","EBR","LA MOLINA","SIN REI","PERALTA OCAÑA VICTOR HORTENCIO","active"
"6039 FERNANDO CARBAJAL SEGURA","292678","502484","secundaria","EBR","ATE","3","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"MARIA DE LA ENCARNACION","293705","509968","inicial_jardin","EBR","ATE","SIN REI","CHOCANO WEHRLE MARIA ESPERANZA CARLOTA","active"
"MONITOR HUASCAR","339614","510594","primaria","EBR","SANTA ANITA","SIN REI","ROJAS ESPINOZA JULIA CLOTILDE","active"
"1206 DANIEL ALCIDES CARRION","313794","511824","primaria","EBR","LURIGANCHO","18","AGAMA ASENCIOS SADOC RUBEN","active"
"NUESTRA SEÑORA DE LA SABIDURIA","314604","512020","primaria","EBR","LURIGANCHO","16","APARICIO DE LA BARRA CARMEN ROSA","active"
"1217 JORGE BASADRE","298109","512129","primaria","EBR","CHACLACAYO","17","ALIAGA BALTAZAR OSCAR","active"
"1210 SAN MARCOS","338822","512327","primaria","EBR","SANTA ANITA","5","VELEZ QUISPE SALOME","active"
"1211 JOSE MARIA ARGUEDAS ALTAMIRANO","338836","512426","primaria","EBR","SANTA ANITA","5","GUPIOC CHUQUIZUTA HORACIO","active"
"1208 SAN FRANCISCO DE ASIS","292517","513614","primaria","EBR","ATE","3","GUADALUPE JULCA ZENON AUGUSTO","active"
"1212 GRUMETE MEDINA","292452","513713","primaria","EBR","ATE","3","VILCHEZ PILLACA WALTER CONSTANTINO","active"
"129 YAMAGUCHI","338761","518340","primaria","EBR","SANTA ANITA","4","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"SAN MARTIN DE PORRES","846315","518746","primaria","EBR","SANTA ANITA","SIN REI","MACAVILCA ROBLES TELESFORO ELENO","active"
"LUZ Y ALEGRIA","339058","520965","inicial_jardin","EBR","SANTA ANITA","SIN REI","MIRANDA ALEGRIA LUZ JIANNINA","active"
"NUESTRA SEÑORA DE GUADALUPE","292961","521369","inicial_jardin","EBR","ATE","SIN REI","ROMERO GRANADOS ANA ISABEL","active"
"ING. CARLOS LISSON BEINGOLEA","307552","523928","secundaria","EBR","LA MOLINA","SIN REI","PRADO VARGAS MACHUCA MARIA INES","active"
"MARIA DE LA ENCARNACION","293705","526269","primaria","EBR","ATE","SIN REI","CHOCANO WEHRLE MARIA ESPERANZA CARLOTA","active"
"CORAZON DE JESUS","293282","526277","primaria","EBR","ATE","SIN REI","ASMAT ÑIQUE WALTER VALERIO","active"
"1218 SAN LUIS MARIA DE MONTFORT","298114","526376","primaria","EBR","CHACLACAYO","17","GUIZADO CARMONA FEDERICO EDGAR","active"
"1223","314251","527176","primaria","EBR","LURIGANCHO","15","RIOS LAURENTE FANNY NYDIA","active"
"1222 HUSARES DE JUNIN","292409","527275","primaria","EBR","ATE","7","ORIHUELA SURICHAQUI LUCIANO","active"
"1221 MARIA PARADO DE BELLIDO","338855","527374","primaria","EBR","SANTA ANITA","5","YGNACIO GARCIA CESAR ROLANDO","active"
"1220 SAN JOSE MARELLO","307477","527473","primaria","EBR","LA MOLINA","2","QUEVEDO VEGAS GLADYS JULISSA","active"
"1219 JOSE CARLOS MARIATEGUI","338841","527572","primaria","EBR","SANTA ANITA","5","SUAZO HUAMANYAURI CRISTINA","active"
"1138 JOSE ABELARDO QUIÑONES","292310","531749","primaria","EBA","ATE","SIN REI","FELIX LUNA LEONARDO LUIS","active"
"SANTA ROSA","314680","535344","inicial_jardin","EBR","LURIGANCHO","SIN REI","MORALES RUIZ HAROLD JANSEN","active"
"ALFONSO UGARTE","339261","535625","secundaria","EBR","SANTA ANITA","SIN REI","PEZAN MONTESINOS PATRICIA AMALIA","active"
"TELESFORO CATACORA","292089","536151","secundaria","EBR","ATE","10","CARRASCO PERRIGO OLINDA","active"
"053 SANTA ROSITA","338624","537191","inicial_jardin","EBR","SANTA ANITA","4","VIDAL NEGREIROS MAGNET LILIANE","active"
"SANTO DOMINGO SAVIO","575074","538116","inicial_jardin","EBR","SANTA ANITA","SIN REI","VILCA HUAMANLAZO RONALD PERCY","active"
"BRITTAIN COLLEGE","747532","539007","inicial_jardin","EBR","CHACLACAYO","SIN REI","ARELLANO RIVERA JOSE ANTONIO","active"
"124 AUGUSTO SALAZAR BONDY","314029","539247","inicial_jardin","EBR","LURIGANCHO","18","QUISPE FLORES EVA ROCIO","active"
"NEWTON COLLEGE","308194","539635","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","TORRES MIRO QUESADA CLAUDA MARIA","active"
"115 SONRISAS Y COLORES","298208","539643","inicial_jardin","EBR","CHACLACAYO","17","RODRIGUEZ CUYA SILVIA SILVERIA","active"
"016 LIBERTADOR SIMON BOLIVAR Y PALACIOS","298190","539841","inicial_jardin","EBR","CHACLACAYO","17","VILLANUEVA ALVARADO MARTHA","active"
"ASIS","298294","539940","inicial_jardin","EBR","CHACLACAYO","SIN REI","MELENDEZ TOCTO YOLA","active"
"121 VIRGEN DE FATIMA","307439","540344","inicial_jardin","EBR","LA MOLINA","2","VALENZUELA GUILLEN JULIA ISABEL","active"
"130 OSCAR EDUARDO BRAVO RATTO","307397","540542","inicial_cuna_jardin","EBR","LA MOLINA","2","SILVA GARCIA DE VILLAFUERTE KARIN JANET","active"
"125 LOS AYLLUS","291674","540609","inicial_jardin","EBR","ATE","3","QUISPE LIZANA JUANA","active"
"REINA DEL MUNDO","308108","540708","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","TARAZONA TRIVEÑO JULIA MARIA","active"
"SANTO DOMINGO SAVIO","575074","541193","primaria","EBR","SANTA ANITA","SIN REI","VILCA HUAMANLAZO RONALD PERCY","active"
"6054 QHAPAQ ÑAN","300800","542225","primaria","EBR","CIENEGUILLA","1","ULLOA MUÑOZ LUIS ALEXANDER","active"
"6018 INMACULADA CONCEPCION - HUARANGAL","300715","542324","primaria","EBR","CIENEGUILLA","1","MONTES TELLO ROSSANA ELENA","active"
"1227 INDIRA GANDHI","292367","542423","primaria","EBR","ATE","7","INGA RAMOS ELIZABETH RUPERTA","active"
"1226","291947","542720","primaria","EBR","ATE","7","DIAZ CHIRRE JOSE DAVID","active"
"1225 MARIANO MELGAR","338860","542829","primaria","EBR","SANTA ANITA","5","SUAREZ SAAVEDRA GUSTAVO ELIFIO","active"
"1224","313930","542928","primaria","EBR","LURIGANCHO","15","BARRIENTOS FERNANDEZ WALTER ALFREDO","active"
"NEWTON COLLEGE","308194","543025","primaria","EBR","LA MOLINA","SIN REI","TORRES MIRO QUESADA CLAUDA MARIA","active"
"ALFONSO UGARTE","339261","543108","primaria","EBR","SANTA ANITA","SIN REI","PEZAN MONTESINOS PATRICIA AMALIA","active"
"0124 GLORIOSA LEGION CACERES","338756","543207","primaria","EBR","SANTA ANITA","4","HUAMAN INFANTE OMAR","active"
"123 LOS ARBOLES","338742","543306","primaria","EBR","SANTA ANITA","4","YUPANQUI PEREDA ARTEMIO","active"
"JESUS SACRAMENTADO","300763","546002","secundaria","EBR","CIENEGUILLA","1","CUADROS SALAZAR LOLA FELICITA","active"
"LA ALEGRIA EN EL SEÑOR","307991","546101","secundaria","EBR","LA MOLINA","SIN REI","RAMIREZ RAMOS DE MUÑOZ CARMEN ROSA","active"
"SANTA MARIA","314425","546200","secundaria","EBR","LURIGANCHO","SIN REI","MARIÑOS SOLIER URSULA ROSA","active"
"11 REPUBLICA DE URUGUAY","314133","546309","primaria","EBE","LURIGANCHO","SIN REI","FLORES REQUEJO MARIA CLAUDIA","active"
"LAS HORMIGUITAS","548938","548938","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"110","313874","555276","inicial_jardin","EBR","LURIGANCHO","14","LANDEO FLORES CAROLINA MARISOL","active"
"LOS CONEJITOS","555718","555718","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"LAS SEMILLITAS","555726","555726","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"LAS SEMILLITAS I","555728","555728","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"0108 SANTA ROSA DE QUIVES","338723","556357","primaria","EBR","SANTA ANITA","4","ASTUCURI QUISPE MARITZA","active"
"106 ABRAHAM VALDELOMAR","338704","556456","primaria","EBR","SANTA ANITA","4","VILLARROEL CARLOS JUANA MARIA","active"
"107 DANIEL ALCIDES CARRION GARCIA","338718","556555","primaria","EBR","SANTA ANITA","5","FREIRE CHUJUTALLI ALBERTO","active"
"PEQUEÑOS GENIOS II","558820","558820","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"BRIGHT KIDS","558823","558823","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"ANGELITOS DE DIOS","558826","558826","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"0027 SAN ANTONIO JICAMARCA","313845","561662","primaria","EBR","LURIGANCHO","15","LAZO RAMOS MARIA LOURDES","active"
"ALFONSO UGARTE","339261","562207","inicial_jardin","EBR","SANTA ANITA","SIN REI","PEZAN MONTESINOS PATRICIA AMALIA","active"
"NUESTRA SEÑORA DEL ROSARIO","339652","562231","inicial_jardin","EBR","SANTA ANITA","SIN REI","CASTRO MEDINA VERONICA","active"
"VIRGEN DEL ROSARIO DE YUNGAY","307670","564146","primaria","EBR","LA MOLINA","SIN REI","ROJAS LUJAN HILDA CARMEN","active"
"LAS SEMILLITAS I","564643","564643","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"LAS SEMILLITAS II","564644","564644","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"MI PQUEÑO MUNDO","567901","567901","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"LOS CAPULLITOS","567919","567919","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"107 DANIEL ALCIDES CARRION GARCIA","338718","578286","secundaria","EBR","SANTA ANITA","5","FREIRE CHUJUTALLI ALBERTO","active"
"0108 SANTA ROSA DE QUIVES","338723","578294","secundaria","EBR","SANTA ANITA","4","ASTUCURI QUISPE MARITZA","active"
"PAMPAHUASI","579412","579412","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"0027 SAN ANTONIO JICAMARCA","313845","582254","secundaria","EBR","LURIGANCHO","15","LAZO RAMOS MARIA LOURDES","active"
"0033 VIRGILIO ESPINOZA BARRIOS","313727","582262","secundaria","EBR","LURIGANCHO","14","ENCISO SANCHEZ DAVID","active"
"JULIO C. TELLO","292094","582304","secundaria","EBR","ATE","7","CORAHUA CALLAÑAUPA PABLO CESAR","active"
"0025 SAN MARTIN DE PORRES","292188","582312","secundaria","EBR","ATE","9","BAUTISTA ORIHUELA ELIZABETH VICTORIA","active"
"MARIA AUXILIADORA","314736","582379","secundaria","EBR","LURIGANCHO","SIN REI","BRAVO GUERRA PAOLA ARMINDA","active"
"0055 MANUEL GONZALES PRADA","313708","582387","secundaria","EBR","LURIGANCHO","18","URQUIETA HUAYLINOS MIGUEL ANGEL","active"
"NUESTRA SEÑORA DE LOURDES","314350","582395","secundaria","EBR","LURIGANCHO","SIN REI","SCHREIER IBAÑEZ YIRKA","active"
"1190 FELIPE HUAMAN POMA DE AYALA","313732","582403","secundaria","EBR","LURIGANCHO","19","ALVARADO LAVERIANO CESAR AGUSTO","active"
"0028 JESUS Y MARIA","307514","582411","secundaria","EBR","LA MOLINA","2","AYLAS AVILA MIRIAM SOFIA","active"
"JOHN F. KENNEDY","292881","582445","secundaria","EBR","ATE","SIN REI","GRADOS CARNERO HERNAN EDILBERTO","active"
"MI PEQUEÑO ARQUITECTO MARCOS ALEGRE CHANG","582819","582819","inicial_jardin","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"ESTRELLITAS DE DIOS I","582838","582838","inicial_jardin","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"ESTRELLITAS DE DIOS II","582839","582839","inicial_jardin","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"ESTRELLITAS DE DIOS III","582840","582840","inicial_jardin","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"ESTRELLITAS DE DIOS IV","582842","582842","inicial_jardin","EBR","CIENEGUILLA","SIN REI","NO REGISTRADO","active"
"NUESTRA SEÑORA DEL ROSARIO","339652","584912","primaria","EBR","SANTA ANITA","SIN REI","CASTRO MEDINA VERONICA","active"
"MI INFANCIA FELIZ","586219","586219","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"MI BUEN PASTOR","586226","586226","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"ESTRELLITAS","586231","586231","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"133 JULIO CESAR TELLO","338775","587121","primaria","EBR","SANTA ANITA","4","HUARANGA TOLEDO JORGE VALENTIN","active"
"MONITOR HUASCAR","856314","587212","inicial_jardin","EBR","SANTA ANITA","SIN REI","ROJAS ESPINOZA JULIA CLOTILDE","active"
"1228 LEONCIO PRADO","292428","589390","primaria","EBR","ATE","6","ALIAGA BALTAZAR OSCAR","active"
"056 VIRGEN DE FATIMA","338643","590018","inicial_jardin","EBR","SANTA ANITA","4","BERNABLE VILLASANTE FLOR DE MARIA","active"
"064","338657","590166","inicial_cuna_jardin","EBR","SANTA ANITA","5","ROMERO DIAZ ALEJANDRA DULVINA","active"
"065","338662","590190","inicial_jardin","EBR","SANTA ANITA","4","LEYVA DORIA SOLEDAD ZULEMA","active"
"LOS NENITOS DE PARIACHI","591924","591924","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"LUZ DEL SABER","594322","594322","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"GOTITAS DE AMOR","594324","594324","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"EL AMOR DE DIOS","594331","594331","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"EL AMOR DE DIOS I","594332","594332","inicial_jardin","EBR","LURIGANCHO","SIN REI","NO REGISTRADO","active"
"NIÑO DE JESUS","594357","594357","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"JOYITAS DE CRUZ DE MAYO","594360","594360","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"CRISTO ILUMINADO","594379","594379","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"MI PEQUEÑA FANTASIA A","600404","600404","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"MI PEQUEÑA FANTASIA B","600422","600422","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"COLEGIO PERUANO NORTEAMERICANO ABRAHAM LINCOLN","307811","601526","inicial_jardin","EBR","LA MOLINA","SIN REI","REQUENA PEREZ LUIS ALBERTO","active"
"VILLA CARITAS","307707","601559","inicial_jardin","EBR","LA MOLINA","SIN REI","ESPINOSA CARLIN DE BAMBAREN PATRICIA YOLANDA MARIA","active"
"SANTA FELICIA","308170","601658","secundaria","EBR","LA MOLINA","SIN REI","PERALTA OCAÑA VICTOR HORTENCIO","active"
"VILLA CARITAS","307707","601674","secundaria","EBR","LA MOLINA","SIN REI","ESPINOSA CARLIN DE BAMBAREN PATRICIA YOLANDA MARIA","active"
"1229 CAP. JULIO A. PONCE ANTUNEZ DE MAYOLO","291914","601708","primaria","EBR","ATE","7","GOMEZ LUCANA ZORAIDA","active"
"1230 SULPICIO GARCIA PEÑALOZA","307401","601716","primaria","EBR","LA MOLINA","2","MONTES TELLO ROSSANA ELENA","active"
"VILLA CARITAS","307707","601732","primaria","EBR","LA MOLINA","SIN REI","ESPINOSA CARLIN DE BAMBAREN PATRICIA YOLANDA MARIA","active"
"1137 JOSE ANTONIO ENCINAS","338817","601740","secundaria","EBA","SANTA ANITA","SIN REI","SEDANO SANTILLAN MILINDA","active"
"SANTA RITA","314675","602003","inicial_jardin","EBR","LURIGANCHO","SIN REI","PALOMINO FIGUEROA YULEYSY XEOMARA","active"
"144","298213","602144","inicial_jardin","EBR","CHACLACAYO","17","COLQUI FERNANDEZ PIERINA LILIANA","active"
"128 SANTA ROSITA","313888","602151","inicial_jardin","EBR","LURIGANCHO","16","BASILIO VILLANUEVA DINA LUZ","active"
"132 LOS ANGELES DE MARIA","298185","602169","inicial_jardin","EBR","CHACLACAYO","17","RUIZ BEJAR DE FUENTES ROSARIO JUDITH","active"
"12 LA LUZ DEL MUNDO","298251","603662","primaria","EBE","CHACLACAYO","SIN REI","SAMANIEGO PEREZ FLAVIANA","active"
"1199 MARISCAL RAMON CASTILLA","298091","603688","secundaria","EBA","CHACLACAYO","SIN REI","ARTEAGA VERA ALFREDO ENRIQUE","active"
"SAN MARTIN DE PORRES DE SALAMANCA","293098","603720","inicial_jardin","EBR","ATE","SIN REI","CASTRO JOKON BERTHA AMPARO","active"
"1231 JOSE LUIS BUSTAMANTE Y RIVERO","292348","603738","primaria","EBR","ATE","3","BARRETO COSAR EDILBERTO VICTOR","active"
"CAPITAN FAP JOSE ABELARDO QUIÑONES","718271","604439","inicial_jardin","EBR","LA MOLINA","2","BARRIENTOS TEJADA MARIA ELENA","active"
"0101 SHUJI KITAMURA","338695","605469","secundaria","EBR","SANTA ANITA","4","SOR SILVA LEON DORIS","active"
"106 ABRAHAM VALDELOMAR","338704","605501","secundaria","EBR","SANTA ANITA","4","VILLARROEL CARLOS JUANA","active"
"0101 SHUJI KITAMURA","338695","605543","inicial_jardin","EBR","SANTA ANITA","4","SOR SILVA LEON DORIS","active"
"JUEGOS Y ALEGRIA","624815","624815","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"LUZ RADIANTE","624824","624824","inicial_jardin","EBR","ATE","SIN REI","NO REGISTRADO","active"
"SAN JUDAS TADEO","339732","629352","primaria","EBR","SANTA ANITA","SIN REI","NAVARRO IGLESIAS GLADYS","active"
"DULCE RENACER I","629732","629732","inicial_jardin","EBR","SANTA ANITA","SIN REI","NO REGISTRADO","active"
"FELIZ AMANECER II","629737","629737","inicial_jardin","EBR","SANTA ANITA","SIN REI","NO REGISTRADO","active"
"SAN JUDAS TADEO","339732","631762","inicial_jardin","EBR","SANTA ANITA","SIN REI","NAVARRO IGLESIAS GLADYS YOLANDA","active"
"134","291688","634022","inicial_cuna_jardin","EBR","ATE","8","DURAND NEYRA DE CARRILLO ROSARIO","active"
"MARISCAL RAMON CASTILLA","294007","634055","inicial_jardin","EBR","ATE","SIN REI","FLORES QUINTANILLA JULIO","active"
"137 LOS LAURELES","292145","634089","inicial_jardin","EBR","ATE","8","CUADROS VILLENA YVONNE EYDEMA","active"
"WALDORF LIMA","308250","634667","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","RODRIGUEZ NARREA MARIO ARTURO","active"
"CLARIDAD","307830","634725","inicial_jardin","EBR","LA MOLINA","SIN REI","INGA ZAPATA LIBERTAD SORAYA","active"
"145 VIRGEN INMACULADA CONCEPCION","720212","634873","inicial_jardin","EBR","LURIGANCHO","18","CHOCÑA VICENTE ZOILA","active"
"MARISCAL RAMON CASTILLA","294007","639377","primaria","EBR","ATE","SIN REI","FLORES QUINTANILLA JULIO CONSTANTINO","active"
"WALDORF LIMA","308250","639435","primaria","EBR","LA MOLINA","SIN REI","RODRIGUEZ NARREA MARIO ARTURO","active"
"CLARIDAD","307830","639492","primaria","EBR","LA MOLINA","SIN REI","INGA ZAPATA LIBERTAD SORAYA","active"
"787 ALMIRANTE MIGUEL GRAU","298133","639526","primaria","EBR","CHACLACAYO","17","ALIAGA CHERO CARLOS ALBERTO","active"
"0053 SAN VICENTE DE PAUL","298067","639559","primaria","EBR","CHACLACAYO","17","CALERO CRISTOBAL MILTON CESAR","active"
"0064","313690","639583","primaria","EBR","LURIGANCHO","18","TUCTO SANTIAGO WILSON EGEL","active"
"6039 FERNANDO CARBAJAL SEGURA","292678","643098","primaria","EBA","ATE","SIN REI","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"6039 FERNANDO CARBAJAL SEGURA","292678","643106","secundaria","EBA","ATE","SIN REI","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"LA ALEGRIA EN EL SEÑOR","307991","643775","inicial_jardin","EBR","LA MOLINA","SIN REI","RAMIREZ RAMOS DE MUÑOZ CARMEN ROSA","active"
"787 ALMIRANTE MIGUEL GRAU","298133","643783","secundaria","EBR","CHACLACAYO","17","ALIAGA CHERO CARLOS ALBERTO","active"
"13 JESUS AMIGO","291966","643809","primaria","EBE","ATE","SIN REI","CASTRO CONDORI ADELMA","active"
"0065 MARISCAL ANDRES A. CACERES","313765","643817","secundaria","EBR","LURIGANCHO","18","ARTEAGA VERA GROVER ALFREDO ENRIQUE","active"
"1211 JOSE MARIA ARGUEDAS ALTAMIRANO","338836","643841","secundaria","EBR","SANTA ANITA","5","GUPIOC CHUQUIZUTA HORACIO","active"
"RICARDO PALMA","292305","643874","secundaria","EBR","ATE","10","VELAZCO RIVAS JOSE FREDERICK","active"
"VIRGEN DE CHAPI","339812","644724","inicial_jardin","EBR","SANTA ANITA","SIN REI","YAURI HERNANDEZ SONIA SOLEDAD","active"
"SAN MARTIN DE PORRES","846315","644781","inicial_jardin","EBR","SANTA ANITA","SIN REI","MACAVILCA ROBLES TELESFORO ELENO","active"
"135 NIÑO JESUS","291829","649749","inicial_jardin","EBR","ATE","3","SOLARI NAPURI LUZ ELENA","active"
"140 VIRGEN DE LA MERCED","307463","649798","inicial_jardin","EBR","LA MOLINA","2","JARA ESPINOZA NOEMI DIANA","active"
"139 SAN MARTIN DE PORRES","300777","649822","inicial_jardin","EBR","CIENEGUILLA","1","VILLENA CHAVEZ JANET MARLENI","active"
"NEWTON COLLEGE","308194","649855","secundaria","EBR","LA MOLINA","SIN REI","TORRES MIRO QUESADA CLAUDA MARIA","active"
"1235 UNION LATINOAMERICANA","307458","649913","primaria","EBR","LA MOLINA","2","CAMPOS MONTEZA OSWALDO","active"
"1233 MANUEL FERNANDO CABREL NICHO","314213","649947","primaria","EBR","LURIGANCHO","14","ROMERO CARDENAS RAUL BENITO","active"
"1227 INDIRA GANDHI","292367","650002","secundaria","EBR","ATE","7","INGA RAMOS ELIZABETH RUPERTA","active"
"1212 GRUMETE MEDINA","292452","650036","secundaria","EBR","ATE","3","VILCHEZ PILLACA WALTER CONSTANTINO","active"
"LA ROCA","314576","652016","inicial_jardin","EBR","LURIGANCHO","SIN REI","BARRERA ARHUIS MAGALLY ELISA","active"
"SACO OLIVEROS DE CHACLACAYO","298312","652024","inicial_jardin","EBR","CHACLACAYO","SIN REI","VALDERRAMA VALLADARES LILIANA GRISSELL","active"
"1234","313850","652081","primaria","EBR","LURIGANCHO","18","MAMANI RODRIGO ANGELINA","active"
"SAN JOSE","298388","652107","secundaria","EBR","CHACLACAYO","SIN REI","DIAZ DIAZ TERESA","active"
"136","307482","652164","inicial_cuna_jardin","EBR","LA MOLINA","2","SOTOMAYOR MATEO MARIA DEL CARMEN","active"
"SANTA ROSALIA","293654","652339","inicial_jardin","EBR","ATE","SIN REI","BENAVIDES GALLEGOS PATRICIA","active"
"129 YAMAGUCHI","338761","664920","secundaria","EBR","SANTA ANITA","4","ARANDA BRONCANO ROUSSEAU CLAPAREDY","active"
"SANTA ROSITA","339765","664938","inicial_jardin","EBR","SANTA ANITA","SIN REI","CORREA PANDURO LIZBETH TANIA","active"
"SAN JUDAS TADEO","339732","665018","secundaria","EBR","SANTA ANITA","SIN REI","NAVARRO IGLESIAS GLADYS YOLANDA","active"
"107 DANIEL ALCIDES CARRION GARCIA","338718","665612","primaria","EBA","SANTA ANITA","SIN REI","MARROQUIN PEÑA ROBERTO","active"
"107 DANIEL ALCIDES CARRION GARCIA","338718","665638","secundaria","EBA","SANTA ANITA","SIN REI","MARROQUIN PEÑA ROBERTO","active"
"SAN LUIS","339746","665679","inicial_jardin","EBR","SANTA ANITA","SIN REI","GONZALES VICENTE ROSSANA BENILDE MIRYAM","active"
"SAN LUIS","339746","665687","primaria","EBR","SANTA ANITA","SIN REI","GONZALES VICENTE ROSSANA BENILDE MIRYAM","active"
"0074 FERNANDO BELAUNDE TERRY","291768","690008","secundaria","EBR","ATE","3","SARRIN SUAREZ MERCEDES MARITZA","active"
"NUESTRA SEÑORA DE LA ESPERANZA","291952","690024","secundaria","EBR","ATE","3","ROMERO DE LA VEGA LUCIA OTILIA","active"
"154 LOS CLAVELES","292485","691683","inicial_cuna_jardin","EBR","ATE","6","SANCHEZ PEÑA MONICA ANGELICA","active"
"152","338780","691717","inicial_cuna_jardin","EBR","SANTA ANITA","4","MAMANI CURAZI FRIDA","active"
